Complaint Year Number;Month Number;Record Create Date;Complaint Precinct Code;County;Law Code Category Description;Offense Description;Bias Motive Description;Offense Category;Arrest Date
2020;12;12.12.2020;90;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-FEMALE;Gender;12/30/2020
2020;11;11/29/2020;90;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-FEMALE;Gender;01.05.2021
2021;5;05/22/2021;66;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;05/25/2021
2021;9;09.11.2021;81;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;09.11.2021
2020;3;03/28/2020;44;BRONX;FELONY;FELONY ASSAULT;ANTI-ASIAN;Race/Color;11.03.2020
2021;4;04/25/2021;50;BRONX;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;05.01.2021
2021;4;04/25/2021;50;BRONX;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;05.01.2021
2019;4;04.05.2019;94;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;04.06.2019
2019;5;05.08.2019;90;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-JEWISH;Religion/Religious Practice;05/15/2019
2020;4;04/23/2020;90;KINGS;FELONY;FELONY ASSAULT;ANTI-JEWISH;Religion/Religious Practice;05.12.2020
2020;12;12/27/2020;90;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-FEMALE;Gender;12/30/2020
2020;12;12/26/2020;70;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;12/31/2020
2020;12;12.12.2020;90;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-FEMALE;Gender;01.05.2021
2021;3;03/23/2021;62;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;03/23/2021
2021;8;08.06.2021;61;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MUSLIM;Religion/Religious Practice;08.06.2021
2021;7;07.01.2021;66;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;09/21/2021
2022;2;02.04.2022;78;KINGS;FELONY;FELONY ASSAULT;ANTI-ASIAN;Race/Color;02.08.2022
2022;2;02.06.2022;90;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;03.03.2022
2021;11;11.02.2021;62;KINGS;FELONY;FELONY ASSAULT;ANTI-ASIAN;Race/Color;06/13/2022
2022;3;03/15/2022;79;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;04/19/2022
2022;4;04.02.2022;90;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-JEWISH;Religion/Religious Practice;05.06.2022
2022;5;05/14/2022;75;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-HISPANIC;Ethnicity/National Origin/Ancestry;05/14/2022
2022;5;05.10.2022;70;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-JEWISH;Religion/Religious Practice;06/15/2022
2022;9;10.01.2022;90;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;10/18/2022
2022;9;10.01.2022;90;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;10/18/2022
2022;7;07/25/2022;61;KINGS;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-EASTERN ORTHODOX;Religion/Religious Practice;01.05.2023
2020;3;03/16/2020;13;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;03/16/2020
2020;5;05.05.2020;10;NEW YORK;FELONY;ROBBERY;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;07/16/2020
2021;4;04/13/2021;17;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-ASIAN;Race/Color;04/15/2021
2021;5;05/18/2021;18;NEW YORK;FELONY;FELONY ASSAULT;ANTI-ASIAN;Race/Color;05/20/2021
2021;6;06/21/2021;26;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-CATHOLIC;Religion/Religious Practice;06/21/2021
2021;7;07/22/2021;13;NEW YORK;FELONY;FELONY ASSAULT;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;07/22/2021
2022;2;02/24/2022;33;NEW YORK;FELONY;FELONY ASSAULT;ANTI-TRANSGENDER;Gender;02/24/2022
2022;2;02/28/2022;13;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;03.02.2022
2022;5;05.06.2022;18;NEW YORK;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;05/13/2022
2022;2;02/24/2022;90;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;08.01.2022
2022;8;08/26/2022;79;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;08/26/2022
2022;9;10.01.2022;90;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;10/18/2022
2019;7;07/18/2019;5;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-WHITE;Race/Color;07/19/2019
2019;9;09.05.2019;25;NEW YORK;FELONY;FELONY ASSAULT;ANTI-FEMALE HOMOSEXUAL (LESBIAN);Sexual Orientation;09.05.2019
2020;1;01/17/2020;18;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;01/16/2020
2021;4;05/14/2021;7;NEW YORK;FELONY;FELONY ASSAULT;ANTI-JEWISH;Religion/Religious Practice;06.09.2021
2021;5;05/21/2021;14;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-JEWISH;Religion/Religious Practice;07.07.2021
2021;7;07.11.2021;14;NEW YORK;FELONY;FELONY ASSAULT;ANTI-ASIAN;Race/Color;07.11.2021
2021;9;09.11.2021;14;NEW YORK;FELONY;FELONY ASSAULT;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;09.11.2021
2021;12;12/27/2021;14;NEW YORK;FELONY;FELONY ASSAULT;ANTI-ASIAN;Race/Color;12/27/2021
2022;1;01/21/2022;7;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;04.01.2022
2022;3;03.08.2022;9;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;05.03.2022
2022;6;06.11.2022;6;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;06/17/2022
2022;6;06/19/2022;6;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;07.12.2022
2022;7;07/28/2022;14;NEW YORK;FELONY;FELONY ASSAULT;ANTI-ASIAN;Race/Color;07/28/2022
2021;9;09/22/2021;78;KINGS;FELONY;FELONY ASSAULT;ANTI-FEMALE HOMOSEXUAL (LESBIAN);Sexual Orientation;09/23/2021
2022;6;06.06.2022;75;KINGS;FELONY;ROBBERY;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;06/20/2022
2022;6;06.06.2022;75;KINGS;FELONY;ROBBERY;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;07.06.2022
2021;9;09.09.2021;72;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;07/29/2022
2022;6;07/29/2022;72;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-FEMALE HOMOSEXUAL (LESBIAN);Sexual Orientation;07/29/2022
2022;2;02/25/2022;90;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;08.01.2022
2022;8;08.07.2022;73;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;08.07.2022
2022;9;09/16/2022;1;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;09/16/2022
2022;9;09/24/2022;90;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;10/18/2022
2022;9;10.01.2022;90;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;10/18/2022
2022;11;11/16/2022;73;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-TRANSGENDER;Gender;11/16/2022
2019;2;02.09.2019;18;NEW YORK;FELONY;FELONY ASSAULT;ANTI-BLACK;Race/Color;02.09.2019
2019;3;03.02.2019;18;NEW YORK;FELONY;FELONY ASSAULT;ANTI-WHITE;Race/Color;03.02.2019
2019;6;06.11.2019;28;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;06.12.2019
2019;5;05/31/2019;32;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-LGBT (MIXED GROUP);Sexual Orientation;07.09.2019
2022;7;07/22/2022;67;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;07/22/2022
2021;10;10/22/2021;60;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;09/15/2022
2022;9;09/23/2022;90;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;10/18/2022
2022;11;11.08.2022;79;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-JEWISH;Religion/Religious Practice;11.08.2022
2022;12;12/17/2022;63;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;12/17/2022
2019;9;09.05.2019;25;NEW YORK;FELONY;FELONY ASSAULT;ANTI-FEMALE HOMOSEXUAL (LESBIAN);Sexual Orientation;09.05.2019
2019;9;09.05.2019;25;NEW YORK;FELONY;FELONY ASSAULT;ANTI-FEMALE HOMOSEXUAL (LESBIAN);Sexual Orientation;09.05.2019
2019;11;11/19/2019;24;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-HISPANIC;Ethnicity/National Origin/Ancestry;02.10.2020
2020;11;11.03.2020;19;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;12.08.2020
2021;2;02.07.2021;13;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-TRANSGENDER;Gender;02.07.2021
2021;2;02.10.2021;24;NEW YORK;FELONY;GRAND LARCENY;ANTI-JEWISH;Religion/Religious Practice;02/23/2021
2021;4;04/27/2021;9;NEW YORK;FELONY;ROBBERY;ANTI-ASIAN;Race/Color;04/27/2021
2021;5;05/20/2021;18;NEW YORK;FELONY;FELONY ASSAULT;ANTI-JEWISH;Religion/Religious Practice;05/24/2021
2021;6;06.06.2021;9;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-WHITE;Race/Color;06.06.2021
2021;8;08/26/2021;14;NEW YORK;FELONY;FELONY ASSAULT;ANTI-ASIAN;Race/Color;08/26/2021
2021;11;11.03.2021;28;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;11.03.2021
2022;5;05.06.2022;71;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-JEWISH;Religion/Religious Practice;06.01.2022
2021;6;06/27/2021;68;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;07.06.2022
2022;7;07/29/2022;72;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-FEMALE HOMOSEXUAL (LESBIAN);Sexual Orientation;07/29/2022
2022;6;07/29/2022;72;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-FEMALE HOMOSEXUAL (LESBIAN);Sexual Orientation;07/29/2022
2022;7;07.08.2022;70;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;08/30/2022
2022;9;09/23/2022;90;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;09/23/2022
2022;9;10/18/2022;90;KINGS;MISDEMEANOR;SEX CRIMES;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;10/18/2022
2022;11;11.09.2022;79;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-JEWISH;Religion/Religious Practice;11.08.2022
2022;12;12/17/2022;63;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;12/17/2022
2019;8;08/16/2019;13;NEW YORK;FELONY;FELONY ASSAULT;ANTI-WHITE;Race/Color;08/16/2019
2020;1;01/24/2020;30;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-LGBT (MIXED GROUP);Sexual Orientation;02/19/2020
2019;12;12/24/2019;17;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;08/30/2020
2021;3;03/21/2021;9;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;03/22/2021
2021;4;04.07.2021;24;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;04.07.2021
2021;4;04.09.2021;14;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-ASIAN;Race/Color;04.09.2021
2020;12;12/18/2020;6;NEW YORK;FELONY;ROBBERY;ANTI-ASIAN;Race/Color;04/14/2021
2022;2;02.05.2022;90;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;04.07.2022
2022;6;06.11.2022;73;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;06.11.2022
2022;8;08/21/2022;90;KINGS;FELONY;FELONY ASSAULT;ANTI-JEWISH;Religion/Religious Practice;08/29/2022
2022;10;10/26/2022;60;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-HISPANIC;Ethnicity/National Origin/Ancestry;10/26/2022
2022;11;11.09.2022;79;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-JEWISH;Religion/Religious Practice;11.08.2022
2019;3;03/31/2019;9;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;05.10.2019
2019;3;03.08.2019;28;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-WHITE;Race/Color;07.02.2019
2020;3;03/29/2020;5;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;03/29/2020
2020;12;12/28/2020;10;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;12/28/2020
2021;3;03/26/2021;14;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;03/27/2021
2021;4;04.07.2021;5;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-ASIAN;Race/Color;04/20/2021
2021;4;04/27/2021;7;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-JEWISH;Religion/Religious Practice;06.09.2021
2021;7;07/20/2021;9;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-ASIAN;Race/Color;08.11.2021
2022;2;02/27/2022;14;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;03.02.2022
2022;2;02/27/2022;13;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;03.02.2022
2022;3;03/16/2022;19;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;03/16/2022
2022;6;06.06.2022;75;KINGS;FELONY;ROBBERY;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;10.04.2022
2022;9;09/23/2022;90;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;10/18/2022
2022;9;10.01.2022;90;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;10/18/2022
2022;10;10/22/2022;77;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-HISPANIC;Ethnicity/National Origin/Ancestry;10/22/2022
2022;11;11/15/2022;73;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;11/15/2022
2019;1;01.03.2019;20;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;01/29/2019
2019;3;03/16/2019;18;NEW YORK;FELONY;ROBBERY;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;03/17/2019
2020;10;10/13/2020;10;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;11/30/2020
2020;12;12.04.2020;18;NEW YORK;FELONY;FELONY ASSAULT;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;12/15/2020
2020;12;12/18/2020;6;NEW YORK;FELONY;ROBBERY;ANTI-ASIAN;Race/Color;01.11.2021
2021;3;03.03.2021;22;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;03/24/2021
2021;9;09.05.2021;14;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;09.05.2021
2021;11;11/30/2021;25;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-TRANSGENDER;Gender;11/30/2021
2021;4;04/23/2021;25;NEW YORK;FELONY;MURDER & NON-NEGL. MANSLAUGHTE;ANTI-ASIAN;Race/Color;02.09.2022
2022;6;06/21/2022;5;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-WHITE;Race/Color;06/21/2022
2022;1;01/31/2022;66;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MUSLIM;Religion/Religious Practice;01/31/2022
2022;2;02.06.2022;90;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;04.07.2022
2022;4;04/24/2022;61;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;05.05.2022
2022;5;05.05.2022;66;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;05/17/2022
2022;7;07/17/2022;78;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;07/17/2022
2022;7;07.08.2022;77;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;07/29/2022
2022;11;11.08.2022;79;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-JEWISH;Religion/Religious Practice;11.08.2022
2022;11;11.08.2022;79;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-JEWISH;Religion/Religious Practice;11.08.2022
2022;12;12/30/2022;90;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-TRANSGENDER;Gender;12/30/2022
2019;3;03/25/2019;5;NEW YORK;FELONY;FELONY ASSAULT;ANTI-HISPANIC;Ethnicity/National Origin/Ancestry;05/28/2019
2019;6;06.08.2019;1;NEW YORK;FELONY;FELONY ASSAULT;ANTI-MUSLIM;Religion/Religious Practice;06.08.2019
2019;6;06/13/2019;6;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;07/15/2019
2020;6;06.12.2020;10;NEW YORK;FELONY;FELONY ASSAULT;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;06.12.2020
2020;11;11/22/2020;13;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;01.04.2021
2021;3;03/18/2021;19;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;03/18/2021
2022;4;04.02.2022;90;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-JEWISH;Religion/Religious Practice;04.02.2022
2022;1;01/21/2022;75;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-TRANSGENDER;Gender;04/14/2022
2021;11;11.02.2021;62;KINGS;FELONY;FELONY ASSAULT;ANTI-ASIAN;Race/Color;06/13/2022
2022;7;07/17/2022;84;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;07/17/2022
2022;5;07/29/2022;72;KINGS;MISDEMEANOR;OFFENSES AGAINST THE PERSON;ANTI-FEMALE HOMOSEXUAL (LESBIAN);Sexual Orientation;07/29/2022
2022;8;08.08.2022;78;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;08/17/2022
2022;9;09/29/2022;81;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;09/29/2022
2022;9;10.01.2022;90;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;10/18/2022
2019;2;02.09.2019;18;NEW YORK;FELONY;FELONY ASSAULT;ANTI-BLACK;Race/Color;02.09.2019
2019;10;10.05.2019;18;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;10/23/2019
2020;1;01/24/2020;30;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-LGBT (MIXED GROUP);Sexual Orientation;01/30/2020
2020;8;08/25/2020;32;NEW YORK;FELONY;ROBBERY;ANTI-WHITE;Race/Color;08/25/2020
2020;1;06/30/2020;10;NEW YORK;FELONY;SEX CRIMES;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;02/22/2021
2021;3;03/22/2021;5;NEW YORK;FELONY;FELONY ASSAULT;ANTI-ASIAN;Race/Color;03/22/2021
2021;6;06/18/2021;19;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;06/18/2021
2021;5;05/20/2021;18;NEW YORK;FELONY;FELONY ASSAULT;ANTI-JEWISH;Religion/Religious Practice;07.07.2021
2022;9;07/29/2022;72;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-FEMALE HOMOSEXUAL (LESBIAN);Sexual Orientation;07/29/2022
2022;7;07/29/2022;72;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-FEMALE HOMOSEXUAL (LESBIAN);Sexual Orientation;07/29/2022
2022;3;03/16/2022;84;KINGS;FELONY;ROBBERY;ANTI-ASIAN;Race/Color;09.08.2022
2022;9;09/23/2022;90;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;09/23/2022
2022;10;10/24/2022;90;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;12.06.2022
2022;12;12/17/2022;63;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;12/17/2022
2022;12;12/31/2022;66;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-JEWISH;Religion/Religious Practice;12/31/2022
2020;3;03.10.2020;14;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;04.08.2020
2021;4;04/17/2021;5;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;05.04.2021
2021;6;06/21/2021;13;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;06/21/2021
2021;8;08/22/2021;13;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;08/24/2021
2021;9;09.11.2021;14;NEW YORK;FELONY;FELONY ASSAULT;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;09.11.2021
2021;10;10/18/2021;18;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-BLACK;Race/Color;10/18/2021
2021;3;03/28/2021;14;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;10/29/2021
2021;12;12/14/2021;1;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;12/16/2021
2022;3;03.04.2022;25;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;03.04.2022
2022;2;02/25/2022;66;KINGS;FELONY;DANGEROUS WEAPONS;ANTI-JEWISH;Religion/Religious Practice;02/25/2022
2022;2;02.09.2022;90;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;04.07.2022
2022;5;05.10.2022;70;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-JEWISH;Religion/Religious Practice;05/20/2022
